"vx","vy","Points:0","Points:1","Points:2"
-4.2635475159e+01,4.3882362366e+01,-1.3892264062e+05,-1.1200050000e+06,0.0000000000e+00
-4.2617645264e+01,4.3851470947e+01,-1.3888779688e+05,-1.1200408750e+06,0.0000000000e+00
-4.2599643707e+01,4.3823406219e+01,-1.3885293750e+05,-1.1200767500e+06,0.0000000000e+00
-4.2581462860e+01,4.3798164368e+01,-1.3881809375e+05,-1.1201125000e+06,0.0000000000e+00
-4.2563098907e+01,4.3775749207e+01,-1.3878323438e+05,-1.1201483750e+06,0.0000000000e+00
-4.2544559479e+01,4.3756160736e+01,-1.3874837500e+05,-1.1201842500e+06,0.0000000000e+00
-4.2525836945e+01,4.3739395142e+01,-1.3871353125e+05,-1.1202201250e+06,0.0000000000e+00
-4.2506931305e+01,4.3725460052e+01,-1.3867867188e+05,-1.1202558750e+06,0.0000000000e+00
-4.2487838745e+01,4.3714347839e+01,-1.3864382812e+05,-1.1202917500e+06,0.0000000000e+00
-4.2468563080e+01,4.3706062317e+01,-1.3860896875e+05,-1.1203276250e+06,0.0000000000e+00
-4.2449096680e+01,4.3700603485e+01,-1.3857414062e+05,-1.1203635000e+06,0.0000000000e+00
-4.2429443359e+01,4.3697971344e+01,-1.3853929688e+05,-1.1203993750e+06,0.0000000000e+00
-4.2409599304e+01,4.3698165894e+01,-1.3850446875e+05,-1.1204352500e+06,0.0000000000e+00
-4.2393440247e+01,4.3631439209e+01,-1.3846964062e+05,-1.1204711250e+06,0.0000000000e+00
-4.2379165649e+01,4.3536136627e+01,-1.3843478125e+05,-1.1205070000e+06,0.0000000000e+00
-4.2366043091e+01,4.3401176453e+01,-1.3839987500e+05,-1.1205427500e+06,0.0000000000e+00
-4.2353378296e+01,4.3268688202e+01,-1.3836493750e+05,-1.1205785000e+06,0.0000000000e+00
-4.2341178894e+01,4.3138671875e+01,-1.3832993750e+05,-1.1206142500e+06,0.0000000000e+00
-4.2329441071e+01,4.3011123657e+01,-1.3829489062e+05,-1.1206498750e+06,0.0000000000e+00
-4.2318161011e+01,4.2886047363e+01,-1.3825978125e+05,-1.1206855000e+06,0.0000000000e+00
-4.2307342529e+01,4.2763442993e+01,-1.3822464062e+05,-1.1207211250e+06,0.0000000000e+00
-4.2296985626e+01,4.2643314362e+01,-1.3818945312e+05,-1.1207566250e+06,0.0000000000e+00
-4.2287082672e+01,4.2525661469e+01,-1.3815421875e+05,-1.1207921250e+06,0.0000000000e+00
-4.2277637482e+01,4.2410480499e+01,-1.3811895312e+05,-1.1208275000e+06,0.0000000000e+00
-4.2268650055e+01,4.2297779083e+01,-1.3808362500e+05,-1.1208628750e+06,0.0000000000e+00
-4.2260116577e+01,4.2187553406e+01,-1.3804826562e+05,-1.1208982500e+06,0.0000000000e+00
-4.2252040863e+01,4.2079807281e+01,-1.3801285938e+05,-1.1209335000e+06,0.0000000000e+00
-4.2228057861e+01,4.2059810638e+01,-1.3797742188e+05,-1.1209688750e+06,0.0000000000e+00
-4.2192348480e+01,4.2107563019e+01,-1.3794201562e+05,-1.1210041250e+06,0.0000000000e+00
-4.2141948700e+01,4.2237903595e+01,-1.3790665625e+05,-1.1210395000e+06,0.0000000000e+00
-4.2093288422e+01,4.2361450195e+01,-1.3787137500e+05,-1.1210748750e+06,0.0000000000e+00
-4.2046375275e+01,4.2478202820e+01,-1.3783617188e+05,-1.1211103750e+06,0.0000000000e+00
-4.2001205444e+01,4.2588165283e+01,-1.3780103125e+05,-1.1211460000e+06,0.0000000000e+00
-4.1957790375e+01,4.2691333771e+01,-1.3776595312e+05,-1.1211816250e+06,0.0000000000e+00
-4.1916130066e+01,4.2787708282e+01,-1.3773093750e+05,-1.1212172500e+06,0.0000000000e+00
-4.1876228333e+01,4.2877296448e+01,-1.3769596875e+05,-1.1212530000e+06,0.0000000000e+00
-4.1838092804e+01,4.2960094452e+01,-1.3766106250e+05,-1.1212888750e+06,0.0000000000e+00
-4.1801719666e+01,4.3036106110e+01,-1.3762620312e+05,-1.1213246250e+06,0.0000000000e+00
-4.1767116547e+01,4.3105331421e+01,-1.3759139062e+05,-1.1213606250e+06,0.0000000000e+00
-4.1734287262e+01,4.3167770386e+01,-1.3755660938e+05,-1.1213965000e+06,0.0000000000e+00
-4.1703235626e+01,4.3223426819e+01,-1.3752187500e+05,-1.1214325000e+06,0.0000000000e+00
-4.1674209595e+01,4.3247241974e+01,-1.3748717188e+05,-1.1214685000e+06,0.0000000000e+00
-4.1646522522e+01,4.3215568542e+01,-1.3745248438e+05,-1.1215045000e+06,0.0000000000e+00
-4.1618141174e+01,4.3133422852e+01,-1.3741776562e+05,-1.1215405000e+06,0.0000000000e+00
-4.1590446472e+01,4.3048877716e+01,-1.3738304688e+05,-1.1215763750e+06,0.0000000000e+00
-4.1563442230e+01,4.2961940765e+01,-1.3734829688e+05,-1.1216123750e+06,0.0000000000e+00
-4.1537132263e+01,4.2872608185e+01,-1.3731351562e+05,-1.1216482500e+06,0.0000000000e+00
-4.1511516571e+01,4.2780876160e+01,-1.3727870312e+05,-1.1216842500e+06,0.0000000000e+00
-4.1486595154e+01,4.2686748505e+01,-1.3724387500e+05,-1.1217201250e+06,0.0000000000e+00
-4.1462371826e+01,4.2590221405e+01,-1.3720901562e+05,-1.1217558750e+06,0.0000000000e+00
-4.1438850403e+01,4.2491294861e+01,-1.3717412500e+05,-1.1217917500e+06,0.0000000000e+00
-4.1416023254e+01,4.2389968872e+01,-1.3713918750e+05,-1.1218275000e+06,0.0000000000e+00
-4.1393901825e+01,4.2286247253e+01,-1.3710423438e+05,-1.1218632500e+06,0.0000000000e+00
-4.1372486115e+01,4.2180122375e+01,-1.3706923438e+05,-1.1218990000e+06,0.0000000000e+00
-4.1351772308e+01,4.2071594238e+01,-1.3703420312e+05,-1.1219346250e+06,0.0000000000e+00
-4.1331424713e+01,4.1961978912e+01,-1.3699914062e+05,-1.1219702500e+06,0.0000000000e+00
-4.1294853210e+01,4.1914138794e+01,-1.3696404688e+05,-1.1220058750e+06,0.0000000000e+00
-4.1243698120e+01,4.1916069031e+01,-1.3692896875e+05,-1.1220415000e+06,0.0000000000e+00
-4.1192531586e+01,4.1920341492e+01,-1.3689390625e+05,-1.1220771250e+06,0.0000000000e+00
-4.1141357422e+01,4.1926948547e+01,-1.3685887500e+05,-1.1221128750e+06,0.0000000000e+00
-4.1090167999e+01,4.1935897827e+01,-1.3682387500e+05,-1.1221485000e+06,0.0000000000e+00
-4.1038970947e+01,4.1947189331e+01,-1.3678889062e+05,-1.1221842500e+06,0.0000000000e+00
-4.0987758636e+01,4.1960815430e+01,-1.3675393750e+05,-1.1222200000e+06,0.0000000000e+00
-4.0936534882e+01,4.1976787567e+01,-1.3671901562e+05,-1.1222558750e+06,0.0000000000e+00
-4.0885292053e+01,4.1995098114e+01,-1.3668412500e+05,-1.1222916250e+06,0.0000000000e+00
-4.0834033966e+01,4.2015747070e+01,-1.3664926562e+05,-1.1223275000e+06,0.0000000000e+00
-4.0782760620e+01,4.2038742065e+01,-1.3661443750e+05,-1.1223633750e+06,0.0000000000e+00
-4.0731464386e+01,4.2064075470e+01,-1.3657962500e+05,-1.1223992500e+06,0.0000000000e+00
-4.0680149078e+01,4.2091751099e+01,-1.3654485938e+05,-1.1224351250e+06,0.0000000000e+00
-4.0628814697e+01,4.2121765137e+01,-1.3651014062e+05,-1.1224711250e+06,0.0000000000e+00
-4.0578018188e+01,4.2092735291e+01,-1.3647543750e+05,-1.1225071250e+06,0.0000000000e+00
-4.0530738831e+01,4.1995903015e+01,-1.3644071875e+05,-1.1225431250e+06,0.0000000000e+00
-4.0484367371e+01,4.1892738342e+01,-1.3640598438e+05,-1.1225791250e+06,0.0000000000e+00
-4.0438907623e+01,4.1783241272e+01,-1.3637123438e+05,-1.1226150000e+06,0.0000000000e+00
-4.0394363403e+01,4.1667404175e+01,-1.3633643750e+05,-1.1226510000e+06,0.0000000000e+00
-4.0350734711e+01,4.1545223236e+01,-1.3630162500e+05,-1.1226868750e+06,0.0000000000e+00
-4.0308029175e+01,4.1416698456e+01,-1.3626676562e+05,-1.1227226250e+06,0.0000000000e+00
-4.0266254425e+01,4.1281822205e+01,-1.3623187500e+05,-1.1227585000e+06,0.0000000000e+00
-4.0225402832e+01,4.1140594482e+01,-1.3619693750e+05,-1.1227942500e+06,0.0000000000e+00
-4.0185489655e+01,4.0993007660e+01,-1.3616196875e+05,-1.1228300000e+06,0.0000000000e+00
-4.0146511078e+01,4.0839057922e+01,-1.3612693750e+05,-1.1228656250e+06,0.0000000000e+00
-4.0108474731e+01,4.0678749084e+01,-1.3609185938e+05,-1.1229012500e+06,0.0000000000e+00
-4.0071384430e+01,4.0512069702e+01,-1.3605673438e+05,-1.1229368750e+06,0.0000000000e+00
-4.0035240173e+01,4.0339019775e+01,-1.3602153125e+05,-1.1229723750e+06,0.0000000000e+00
-3.9987148285e+01,4.0222942352e+01,-1.3598629688e+05,-1.1230078750e+06,0.0000000000e+00
-3.9914024353e+01,4.0235042572e+01,-1.3595106250e+05,-1.1230433750e+06,0.0000000000e+00
-3.9841964722e+01,4.0245109558e+01,-1.3591585938e+05,-1.1230788750e+06,0.0000000000e+00
-3.9770965576e+01,4.0253150940e+01,-1.3588070312e+05,-1.1231143750e+06,0.0000000000e+00
-3.9701034546e+01,4.0259162903e+01,-1.3584557812e+05,-1.1231500000e+06,0.0000000000e+00
-3.9632164001e+01,4.0263149261e+01,-1.3581048438e+05,-1.1231856250e+06,0.0000000000e+00
-3.9564361572e+01,4.0265106201e+01,-1.3577542188e+05,-1.1232212500e+06,0.0000000000e+00
-3.9497627258e+01,4.0265033722e+01,-1.3574040625e+05,-1.1232570000e+06,0.0000000000e+00
-3.9431957245e+01,4.0262939453e+01,-1.3570540625e+05,-1.1232926250e+06,0.0000000000e+00
-3.9367359161e+01,4.0258815765e+01,-1.3567043750e+05,-1.1233283750e+06,0.0000000000e+00
-3.9303833008e+01,4.0252670288e+01,-1.3563548438e+05,-1.1233641250e+06,0.0000000000e+00
-3.9241374969e+01,4.0244495392e+01,-1.3560056250e+05,-1.1233998750e+06,0.0000000000e+00
-3.9179988861e+01,4.0234302521e+01,-1.3556567188e+05,-1.1234357500e+06,0.0000000000e+00
-3.9119674683e+01,4.0222080231e+01,-1.3553079688e+05,-1.1234716250e+06,0.0000000000e+00
-3.9060565948e+01,4.0217182159e+01,-1.3549595312e+05,-1.1235073750e+06,0.0000000000e+00
-3.9004764557e+01,4.0263114929e+01,-1.3546114062e+05,-1.1235433750e+06,0.0000000000e+00
-3.8949710846e+01,4.0305702209e+01,-1.3542637500e+05,-1.1235792500e+06,0.0000000000e+00
-3.8895408630e+01,4.0344951630e+01,-1.3539164062e+05,-1.1236152500e+06,0.0000000000e+00
-3.8841861725e+01,4.0380859375e+01,-1.3535696875e+05,-1.1236512500e+06,0.0000000000e+00
-3.8789066315e+01,4.0413436890e+01,-1.3532232812e+05,-1.1236872500e+06,0.0000000000e+00
-3.8737026215e+01,4.0442676544e+01,-1.3528771875e+05,-1.1237233750e+06,0.0000000000e+00
-3.8685741425e+01,4.0468582153e+01,-1.3525315625e+05,-1.1237595000e+06,0.0000000000e+00
-3.8635215759e+01,4.0491161346e+01,-1.3521862500e+05,-1.1237956250e+06,0.0000000000e+00
-3.8585449219e+01,4.0510410309e+01,-1.3518412500e+05,-1.1238318750e+06,0.0000000000e+00
-3.8536445618e+01,4.0526332855e+01,-1.3514964062e+05,-1.1238681250e+06,0.0000000000e+00
-3.8488208771e+01,4.0538928986e+01,-1.3511520312e+05,-1.1239043750e+06,0.0000000000e+00
-3.8440731049e+01,4.0548202515e+01,-1.3508079688e+05,-1.1239406250e+06,0.0000000000e+00
-3.8394020081e+01,4.0554157257e+01,-1.3504640625e+05,-1.1239768750e+06,0.0000000000e+00
-3.8351909637e+01,4.0528327942e+01,-1.3501204688e+05,-1.1240132500e+06,0.0000000000e+00
-3.8324184418e+01,4.0417201996e+01,-1.3497765625e+05,-1.1240495000e+06,0.0000000000e+00
-3.8299434662e+01,4.0295360565e+01,-1.3494323438e+05,-1.1240857500e+06,0.0000000000e+00
-3.8273868561e+01,4.0180194855e+01,-1.3490876562e+05,-1.1241220000e+06,0.0000000000e+00
-3.8247478485e+01,4.0071701050e+01,-1.3487426562e+05,-1.1241582500e+06,0.0000000000e+00
-3.8220264435e+01,3.9969875336e+01,-1.3483971875e+05,-1.1241943750e+06,0.0000000000e+00
-3.8192218781e+01,3.9874710083e+01,-1.3480515625e+05,-1.1242305000e+06,0.0000000000e+00
-3.8163341522e+01,3.9786209106e+01,-1.3477054688e+05,-1.1242666250e+06,0.0000000000e+00
-3.8133632660e+01,3.9704360962e+01,-1.3473593750e+05,-1.1243026250e+06,0.0000000000e+00
-3.8103084564e+01,3.9629161835e+01,-1.3470128125e+05,-1.1243387500e+06,0.0000000000e+00
-3.8071693420e+01,3.9560611725e+01,-1.3466662500e+05,-1.1243747500e+06,0.0000000000e+00
-3.8039459229e+01,3.9498699188e+01,-1.3463193750e+05,-1.1244107500e+06,0.0000000000e+00
-3.8006374359e+01,3.9443428040e+01,-1.3459725000e+05,-1.1244467500e+06,0.0000000000e+00
-3.7972442627e+01,3.9394783020e+01,-1.3456256250e+05,-1.1244827500e+06,0.0000000000e+00
-3.7933860779e+01,3.9382984161e+01,-1.3452785938e+05,-1.1245187500e+06,0.0000000000e+00
-3.7890926361e+01,3.9400558472e+01,-1.3449318750e+05,-1.1245547500e+06,0.0000000000e+00
-3.7846298218e+01,3.9407962799e+01,-1.3445854688e+05,-1.1245908750e+06,0.0000000000e+00
-3.7802619934e+01,3.9407943726e+01,-1.3442392188e+05,-1.1246268750e+06,0.0000000000e+00
-3.7759895325e+01,3.9400489807e+01,-1.3438931250e+05,-1.1246630000e+06,0.0000000000e+00
-3.7718132019e+01,3.9385608673e+01,-1.3435473438e+05,-1.1246991250e+06,0.0000000000e+00
-3.7677330017e+01,3.9363300323e+01,-1.3432015625e+05,-1.1247352500e+06,0.0000000000e+00
-3.7637496948e+01,3.9333557129e+01,-1.3428557812e+05,-1.1247713750e+06,0.0000000000e+00
-3.7598632812e+01,3.9296382904e+01,-1.3425101562e+05,-1.1248075000e+06,0.0000000000e+00
-3.7560745239e+01,3.9251777649e+01,-1.3421645312e+05,-1.1248436250e+06,0.0000000000e+00
-3.7523838043e+01,3.9199741364e+01,-1.3418187500e+05,-1.1248797500e+06,0.0000000000e+00
-3.7487915039e+01,3.9140266418e+01,-1.3414729688e+05,-1.1249158750e+06,0.0000000000e+00
-3.7452976227e+01,3.9073356628e+01,-1.3411270312e+05,-1.1249518750e+06,0.0000000000e+00
-3.7419029236e+01,3.8999008179e+01,-1.3407809375e+05,-1.1249880000e+06,0.0000000000e+00
-3.7385398865e+01,3.8912063599e+01,-1.3404346875e+05,-1.1250241250e+06,0.0000000000e+00
-3.7351280212e+01,3.8820693970e+01,-1.3400881250e+05,-1.1250601250e+06,0.0000000000e+00
-3.7315391541e+01,3.8728580475e+01,-1.3397414062e+05,-1.1250961250e+06,0.0000000000e+00
-3.7278423309e+01,3.8639972687e+01,-1.3393942188e+05,-1.1251321250e+06,0.0000000000e+00
-3.7240818024e+01,3.8555484772e+01,-1.3390470312e+05,-1.1251681250e+06,0.0000000000e+00
-3.7202571869e+01,3.8475116730e+01,-1.3386995312e+05,-1.1252041250e+06,0.0000000000e+00
-3.7163684845e+01,3.8398872375e+01,-1.3383518750e+05,-1.1252400000e+06,0.0000000000e+00
-3.7124149323e+01,3.8326751709e+01,-1.3380040625e+05,-1.1252758750e+06,0.0000000000e+00
-3.7083969116e+01,3.8258750916e+01,-1.3376562500e+05,-1.1253118750e+06,0.0000000000e+00
-3.7043144226e+01,3.8194869995e+01,-1.3373081250e+05,-1.1253477500e+06,0.0000000000e+00
-3.7001663208e+01,3.8135116577e+01,-1.3369600000e+05,-1.1253836250e+06,0.0000000000e+00
-3.6959529877e+01,3.8079483032e+01,-1.3366117188e+05,-1.1254195000e+06,0.0000000000e+00
-3.6916740417e+01,3.8027976990e+01,-1.3362635938e+05,-1.1254553750e+06,0.0000000000e+00
-3.6873291016e+01,3.7980590820e+01,-1.3359153125e+05,-1.1254912500e+06,0.0000000000e+00
-3.6827415466e+01,3.7972496033e+01,-1.3355670312e+05,-1.1255271250e+06,0.0000000000e+00
-3.6780490875e+01,3.7977165222e+01,-1.3352190625e+05,-1.1255630000e+06,0.0000000000e+00
-3.6732498169e+01,3.7997001648e+01,-1.3348714062e+05,-1.1255990000e+06,0.0000000000e+00
-3.6683185577e+01,3.8042667389e+01,-1.3345240625e+05,-1.1256350000e+06,0.0000000000e+00
-3.6633659363e+01,3.8090515137e+01,-1.3341771875e+05,-1.1256710000e+06,0.0000000000e+00
-3.6583927155e+01,3.8140544891e+01,-1.3338309375e+05,-1.1257070000e+06,0.0000000000e+00
-3.6533985138e+01,3.8192756653e+01,-1.3334850000e+05,-1.1257431250e+06,0.0000000000e+00
-3.6483833313e+01,3.8247150421e+01,-1.3331396875e+05,-1.1257792500e+06,0.0000000000e+00
-3.6433467865e+01,3.8303726196e+01,-1.3327948438e+05,-1.1258155000e+06,0.0000000000e+00
-3.6382888794e+01,3.8362483978e+01,-1.3324504688e+05,-1.1258517500e+06,0.0000000000e+00
-3.6332096100e+01,3.8423419952e+01,-1.3321065625e+05,-1.1258880000e+06,0.0000000000e+00
-3.6281089783e+01,3.8486537933e+01,-1.3317634375e+05,-1.1259243750e+06,0.0000000000e+00
-3.6229866028e+01,3.8551834106e+01,-1.3314206250e+05,-1.1259607500e+06,0.0000000000e+00
-3.6178428650e+01,3.8619308472e+01,-1.3310785938e+05,-1.1259972500e+06,0.0000000000e+00
-3.6135520935e+01,3.8650154114e+01,-1.3307368750e+05,-1.1260337500e+06,0.0000000000e+00
-3.6093677521e+01,3.8676258087e+01,-1.3303956250e+05,-1.1260703750e+06,0.0000000000e+00
-3.6052207947e+01,3.8700603485e+01,-1.3300546875e+05,-1.1261068750e+06,0.0000000000e+00
-3.6026649475e+01,3.8672092438e+01,-1.3297139062e+05,-1.1261435000e+06,0.0000000000e+00
-3.6004310608e+01,3.8630508423e+01,-1.3293729688e+05,-1.1261800000e+06,0.0000000000e+00
-3.5982208252e+01,3.8585472107e+01,-1.3290320312e+05,-1.1262166250e+06,0.0000000000e+00
-3.5960353851e+01,3.8536975861e+01,-1.3286909375e+05,-1.1262532500e+06,0.0000000000e+00
-3.5938747406e+01,3.8485023499e+01,-1.3283498438e+05,-1.1262897500e+06,0.0000000000e+00
-3.5917388916e+01,3.8429611206e+01,-1.3280084375e+05,-1.1263262500e+06,0.0000000000e+00
-3.5896286011e+01,3.8370738983e+01,-1.3276670312e+05,-1.1263627500e+06,0.0000000000e+00
-3.5875434875e+01,3.8308399200e+01,-1.3273253125e+05,-1.1263992500e+06,0.0000000000e+00
-3.5854839325e+01,3.8242595673e+01,-1.3269834375e+05,-1.1264357500e+06,0.0000000000e+00
-3.5834506989e+01,3.8173324585e+01,-1.3266412500e+05,-1.1264722500e+06,0.0000000000e+00
-3.5813510895e+01,3.8105213165e+01,-1.3262989062e+05,-1.1265087500e+06,0.0000000000e+00
-3.5788970947e+01,3.8055515289e+01,-1.3259565625e+05,-1.1265451250e+06,0.0000000000e+00
-3.5763286591e+01,3.8013839722e+01,-1.3256139062e+05,-1.1265815000e+06,0.0000000000e+00
-3.5736454010e+01,3.7980186462e+01,-1.3252712500e+05,-1.1266180000e+06,0.0000000000e+00
-3.5708923340e+01,3.7955013275e+01,-1.3249285938e+05,-1.1266543750e+06,0.0000000000e+00
-3.5682975769e+01,3.7934612274e+01,-1.3245860938e+05,-1.1266907500e+06,0.0000000000e+00
-3.5657493591e+01,3.7914020538e+01,-1.3242434375e+05,-1.1267272500e+06,0.0000000000e+00
-3.5632476807e+01,3.7893241882e+01,-1.3239009375e+05,-1.1267636250e+06,0.0000000000e+00
-3.5607925415e+01,3.7872272491e+01,-1.3235584375e+05,-1.1268001250e+06,0.0000000000e+00
-3.5583843231e+01,3.7851112366e+01,-1.3232159375e+05,-1.1268365000e+06,0.0000000000e+00
-3.5560226440e+01,3.7829765320e+01,-1.3228734375e+05,-1.1268728750e+06,0.0000000000e+00
-3.5537078857e+01,3.7808223724e+01,-1.3225310938e+05,-1.1269093750e+06,0.0000000000e+00
-3.5514400482e+01,3.7786491394e+01,-1.3221885938e+05,-1.1269457500e+06,0.0000000000e+00
-3.5492187500e+01,3.7764568329e+01,-1.3218462500e+05,-1.1269822500e+06,0.0000000000e+00
-3.5477199554e+01,3.7721694946e+01,-1.3215037500e+05,-1.1270186250e+06,0.0000000000e+00
-3.5469856262e+01,3.7655078888e+01,-1.3211610938e+05,-1.1270551250e+06,0.0000000000e+00
-3.5463970184e+01,3.7583271027e+01,-1.3208181250e+05,-1.1270915000e+06,0.0000000000e+00
-3.5459537506e+01,3.7506275177e+01,-1.3204746875e+05,-1.1271277500e+06,0.0000000000e+00
-3.5456565857e+01,3.7424083710e+01,-1.3201310938e+05,-1.1271641250e+06,0.0000000000e+00
-3.5450431824e+01,3.7309875488e+01,-1.3197868750e+05,-1.1272003750e+06,0.0000000000e+00
-3.5441596985e+01,3.7176536560e+01,-1.3194421875e+05,-1.1272366250e+06,0.0000000000e+00
-3.5432605743e+01,3.7041172028e+01,-1.3190968750e+05,-1.1272727500e+06,0.0000000000e+00
-3.5423454285e+01,3.6903785706e+01,-1.3187509375e+05,-1.1273088750e+06,0.0000000000e+00
-3.5414146423e+01,3.6764373779e+01,-1.3184043750e+05,-1.1273448750e+06,0.0000000000e+00
-3.5404678345e+01,3.6622932434e+01,-1.3180571875e+05,-1.1273808750e+06,0.0000000000e+00
-3.5395057678e+01,3.6479461670e+01,-1.3177093750e+05,-1.1274167500e+06,0.0000000000e+00
-3.5385280609e+01,3.6333961487e+01,-1.3173609375e+05,-1.1274526250e+06,0.0000000000e+00
-3.5375354767e+01,3.6186428070e+01,-1.3170117188e+05,-1.1274885000e+06,0.0000000000e+00
-3.5357337952e+01,3.6065521240e+01,-1.3166618750e+05,-1.1275241250e+06,0.0000000000e+00
-3.5335105896e+01,3.5962360382e+01,-1.3163117188e+05,-1.1275598750e+06,0.0000000000e+00
-3.5312389374e+01,3.5864440918e+01,-1.3159610938e+05,-1.1275955000e+06,0.0000000000e+00
-3.5289184570e+01,3.5771770477e+01,-1.3156100000e+05,-1.1276311250e+06,0.0000000000e+00
-3.5265491486e+01,3.5684352875e+01,-1.3152587500e+05,-1.1276667500e+06,0.0000000000e+00
-3.5238124847e+01,3.5616439819e+01,-1.3149071875e+05,-1.1277022500e+06,0.0000000000e+00
-3.5201526642e+01,3.5592834473e+01,-1.3145554688e+05,-1.1277377500e+06,0.0000000000e+00
-3.5164649963e+01,3.5573448181e+01,-1.3142039062e+05,-1.1277733750e+06,0.0000000000e+00
-3.5127494812e+01,3.5558288574e+01,-1.3138525000e+05,-1.1278088750e+06,0.0000000000e+00
-3.5090057373e+01,3.5547351837e+01,-1.3135012500e+05,-1.1278445000e+06,0.0000000000e+00
-3.5052337646e+01,3.5540649414e+01,-1.3131500000e+05,-1.1278801250e+06,0.0000000000e+00
-3.5014331818e+01,3.5538173676e+01,-1.3127990625e+05,-1.1279156250e+06,0.0000000000e+00
-3.4976036072e+01,3.5539936066e+01,-1.3124481250e+05,-1.1279512500e+06,0.0000000000e+00
-3.4937450409e+01,3.5545932770e+01,-1.3120976562e+05,-1.1279870000e+06,0.0000000000e+00
-3.4903030396e+01,3.5526630402e+01,-1.3117471875e+05,-1.1280226250e+06,0.0000000000e+00
-3.4871383667e+01,3.5484889984e+01,-1.3113967188e+05,-1.1280582500e+06,0.0000000000e+00
-3.4840053558e+01,3.5435581207e+01,-1.3110462500e+05,-1.1280940000e+06,0.0000000000e+00
-3.4809043884e+01,3.5378707886e+01,-1.3106956250e+05,-1.1281296250e+06,0.0000000000e+00
-3.4778358459e+01,3.5314270020e+01,-1.3103449219e+05,-1.1281652500e+06,0.0000000000e+00
-3.4747970581e+01,3.5242095947e+01,-1.3099939062e+05,-1.1282008750e+06,0.0000000000e+00
-3.4716381073e+01,3.5154048920e+01,-1.3096427344e+05,-1.1282363750e+06,0.0000000000e+00
-3.4685092926e+01,3.5061080933e+01,-1.3092912500e+05,-1.1282720000e+06,0.0000000000e+00
-3.4654109955e+01,3.4963195801e+01,-1.3089394531e+05,-1.1283075000e+06,0.0000000000e+00
-3.4623428345e+01,3.4860385895e+01,-1.3085872656e+05,-1.1283430000e+06,0.0000000000e+00
-3.4593055725e+01,3.4752658844e+01,-1.3082347656e+05,-1.1283785000e+06,0.0000000000e+00
-3.4562992096e+01,3.4640007019e+01,-1.3078817969e+05,-1.1284138750e+06,0.0000000000e+00
-3.4533241272e+01,3.4522430420e+01,-1.3075284375e+05,-1.1284492500e+06,0.0000000000e+00
-3.4503803253e+01,3.4399932861e+01,-1.3071746094e+05,-1.1284846250e+06,0.0000000000e+00
-3.4472431183e+01,3.4290954590e+01,-1.3068203125e+05,-1.1285198750e+06,0.0000000000e+00
-3.4438735962e+01,3.4197841644e+01,-1.3064656250e+05,-1.1285551250e+06,0.0000000000e+00
-3.4404201508e+01,3.4108116150e+01,-1.3061107031e+05,-1.1285903750e+06,0.0000000000e+00
-3.4368831635e+01,3.4021778107e+01,-1.3057554688e+05,-1.1286255000e+06,0.0000000000e+00
-3.4332622528e+01,3.3938831329e+01,-1.3054000000e+05,-1.1286606250e+06,0.0000000000e+00
-3.4295574188e+01,3.3859275818e+01,-1.3050442969e+05,-1.1286958750e+06,0.0000000000e+00
-3.4254684448e+01,3.3816043854e+01,-1.3046885156e+05,-1.1287310000e+06,0.0000000000e+00
-3.4213115692e+01,3.3778453827e+01,-1.3043326562e+05,-1.1287661250e+06,0.0000000000e+00
-3.4171325684e+01,3.3741657257e+01,-1.3039768750e+05,-1.1288012500e+06,0.0000000000e+00
-3.4129322052e+01,3.3705650330e+01,-1.3036210938e+05,-1.1288363750e+06,0.0000000000e+00
-3.4087100983e+01,3.3670440674e+01,-1.3032653906e+05,-1.1288715000e+06,0.0000000000e+00
-3.4044662476e+01,3.3636020660e+01,-1.3029096875e+05,-1.1289066250e+06,0.0000000000e+00
-3.4002002716e+01,3.3602394104e+01,-1.3025539844e+05,-1.1289417500e+06,0.0000000000e+00
-3.3959125519e+01,3.3569561005e+01,-1.3021984375e+05,-1.1289768750e+06,0.0000000000e+00
-3.3915504456e+01,3.3548648834e+01,-1.3018428906e+05,-1.1290120000e+06,0.0000000000e+00
-3.3870868683e+01,3.3549804688e+01,-1.3014875000e+05,-1.1290472500e+06,0.0000000000e+00
-3.3826328278e+01,3.3551685333e+01,-1.3011324219e+05,-1.1290823750e+06,0.0000000000e+00
-3.3781883240e+01,3.3554283142e+01,-1.3007775000e+05,-1.1291176250e+06,0.0000000000e+00
-3.3737537384e+01,3.3557605743e+01,-1.3004228906e+05,-1.1291528750e+06,0.0000000000e+00
-3.3693283081e+01,3.3561649323e+01,-1.3000685156e+05,-1.1291881250e+06,0.0000000000e+00
-3.3651233673e+01,3.3541355133e+01,-1.2997143750e+05,-1.1292235000e+06,0.0000000000e+00
-3.3610469818e+01,3.3516441345e+01,-1.2993602344e+05,-1.1292587500e+06,0.0000000000e+00
-3.3570564270e+01,3.3492984772e+01,-1.2990062500e+05,-1.1292941250e+06,0.0000000000e+00
-3.3531517029e+01,3.3470989227e+01,-1.2986523438e+05,-1.1293293750e+06,0.0000000000e+00
-3.3493324280e+01,3.3450458527e+01,-1.2982985156e+05,-1.1293647500e+06,0.0000000000e+00
-3.3455986023e+01,3.3431388855e+01,-1.2979447656e+05,-1.1294001250e+06,0.0000000000e+00
