"vx","vy","Points:0","Points:1","Points:2"
-6.0973809814e+02,8.3604626465e+02,-2.5789379688e+05,-9.9850768750e+05,0.0000000000e+00
-6.0890911865e+02,8.3262976074e+02,-2.5786431250e+05,-9.9854806250e+05,0.0000000000e+00
-6.0812536621e+02,8.2924914551e+02,-2.5783476562e+05,-9.9858843750e+05,0.0000000000e+00
-6.0738684082e+02,8.2590454102e+02,-2.5780517188e+05,-9.9862875000e+05,0.0000000000e+00
-6.0669360352e+02,8.2259600830e+02,-2.5777551562e+05,-9.9866900000e+05,0.0000000000e+00
-6.0604577637e+02,8.1932360840e+02,-2.5774581250e+05,-9.9870918750e+05,0.0000000000e+00
-6.0544342041e+02,8.1608746338e+02,-2.5771604688e+05,-9.9874937500e+05,0.0000000000e+00
-6.0488653564e+02,8.1288763428e+02,-2.5768623438e+05,-9.9878950000e+05,0.0000000000e+00
-6.0437518311e+02,8.0972418213e+02,-2.5765634375e+05,-9.9882962500e+05,0.0000000000e+00
-6.0390948486e+02,8.0659729004e+02,-2.5762642188e+05,-9.9886962500e+05,0.0000000000e+00
-6.0348950195e+02,8.0350689697e+02,-2.5759642188e+05,-9.9890962500e+05,0.0000000000e+00
-6.0311529541e+02,8.0045324707e+02,-2.5756635938e+05,-9.9894962500e+05,0.0000000000e+00
-6.0278692627e+02,7.9743627930e+02,-2.5753623438e+05,-9.9898950000e+05,0.0000000000e+00
-6.0172705078e+02,7.9539947510e+02,-2.5750607812e+05,-9.9902937500e+05,0.0000000000e+00
-6.0002404785e+02,7.9360375977e+02,-2.5747592188e+05,-9.9906925000e+05,0.0000000000e+00
-5.9828820801e+02,7.9177667236e+02,-2.5744576562e+05,-9.9910918750e+05,0.0000000000e+00
-5.9663134766e+02,7.8994250488e+02,-2.5741562500e+05,-9.9914906250e+05,0.0000000000e+00
-5.9505352783e+02,7.8810137939e+02,-2.5738550000e+05,-9.9918893750e+05,0.0000000000e+00
-5.9355468750e+02,7.8625323486e+02,-2.5735537500e+05,-9.9922887500e+05,0.0000000000e+00
-5.9213494873e+02,7.8439819336e+02,-2.5732525000e+05,-9.9926875000e+05,0.0000000000e+00
-5.9079431152e+02,7.8253619385e+02,-2.5729512500e+05,-9.9930868750e+05,0.0000000000e+00
-5.8953277588e+02,7.8066735840e+02,-2.5726498438e+05,-9.9934856250e+05,0.0000000000e+00
-5.8835040283e+02,7.7879162598e+02,-2.5723485938e+05,-9.9938850000e+05,0.0000000000e+00
-5.8724725342e+02,7.7690911865e+02,-2.5720470312e+05,-9.9942837500e+05,0.0000000000e+00
-5.8622338867e+02,7.7501971436e+02,-2.5717454688e+05,-9.9946825000e+05,0.0000000000e+00
-5.8516571045e+02,7.7348394775e+02,-2.5714439062e+05,-9.9950812500e+05,0.0000000000e+00
-5.8370617676e+02,7.7334686279e+02,-2.5711423438e+05,-9.9954800000e+05,0.0000000000e+00
-5.8226141357e+02,7.7319909668e+02,-2.5708414062e+05,-9.9958793750e+05,0.0000000000e+00
-5.8083135986e+02,7.7304064941e+02,-2.5705407812e+05,-9.9962787500e+05,0.0000000000e+00
-5.7941607666e+02,7.7287139893e+02,-2.5702407812e+05,-9.9966787500e+05,0.0000000000e+00
-5.7799835205e+02,7.7273461914e+02,-2.5699409375e+05,-9.9970793750e+05,0.0000000000e+00
-5.7652026367e+02,7.7272509766e+02,-2.5696417188e+05,-9.9974800000e+05,0.0000000000e+00
-5.7504840088e+02,7.7264172363e+02,-2.5693429688e+05,-9.9978806250e+05,0.0000000000e+00
-5.7358288574e+02,7.7248455811e+02,-2.5690446875e+05,-9.9982818750e+05,0.0000000000e+00
-5.7212377930e+02,7.7225366211e+02,-2.5687468750e+05,-9.9986837500e+05,0.0000000000e+00
-5.7067102051e+02,7.7194909668e+02,-2.5684493750e+05,-9.9990856250e+05,0.0000000000e+00
-5.6922467041e+02,7.7157086182e+02,-2.5681523438e+05,-9.9994875000e+05,0.0000000000e+00
-5.6778485107e+02,7.7111895752e+02,-2.5678557812e+05,-9.9998900000e+05,0.0000000000e+00
-5.6673663330e+02,7.7078973389e+02,-2.5675593750e+05,-1.0000293125e+06,0.0000000000e+00
-5.6577038574e+02,7.7048455811e+02,-2.5672632812e+05,-1.0000695625e+06,0.0000000000e+00
-5.6473059082e+02,7.7013348389e+02,-2.5669675000e+05,-1.0001098750e+06,0.0000000000e+00
-5.6361737061e+02,7.6973669434e+02,-2.5666720312e+05,-1.0001502500e+06,0.0000000000e+00
-5.6243060303e+02,7.6929418945e+02,-2.5663767188e+05,-1.0001905625e+06,0.0000000000e+00
-5.6117053223e+02,7.6880609131e+02,-2.5660818750e+05,-1.0002309375e+06,0.0000000000e+00
-5.5983703613e+02,7.6827246094e+02,-2.5657871875e+05,-1.0002713125e+06,0.0000000000e+00
-5.5843017578e+02,7.6769329834e+02,-2.5654929688e+05,-1.0003117500e+06,0.0000000000e+00
-5.5695007324e+02,7.6706878662e+02,-2.5651989062e+05,-1.0003521875e+06,0.0000000000e+00
-5.5562469482e+02,7.6651660156e+02,-2.5649053125e+05,-1.0003926875e+06,0.0000000000e+00
-5.5478015137e+02,7.6617156982e+02,-2.5646120312e+05,-1.0004331875e+06,0.0000000000e+00
-5.5397570801e+02,7.6578875732e+02,-2.5643189062e+05,-1.0004736875e+06,0.0000000000e+00
-5.5334075928e+02,7.6512652588e+02,-2.5640259375e+05,-1.0005141875e+06,0.0000000000e+00
-5.5297833252e+02,7.6401312256e+02,-2.5637328125e+05,-1.0005546875e+06,0.0000000000e+00
-5.5264495850e+02,7.6291345215e+02,-2.5634395312e+05,-1.0005951875e+06,0.0000000000e+00
-5.5234063721e+02,7.6182751465e+02,-2.5631460938e+05,-1.0006356875e+06,0.0000000000e+00
-5.5206542969e+02,7.6075524902e+02,-2.5628526562e+05,-1.0006761875e+06,0.0000000000e+00
-5.5181939697e+02,7.5969665527e+02,-2.5625589062e+05,-1.0007166250e+06,0.0000000000e+00
-5.5160247803e+02,7.5865179443e+02,-2.5622648438e+05,-1.0007570625e+06,0.0000000000e+00
-5.5141479492e+02,7.5762060547e+02,-2.5619707812e+05,-1.0007975000e+06,0.0000000000e+00
-5.5125628662e+02,7.5660314941e+02,-2.5616764062e+05,-1.0008379375e+06,0.0000000000e+00
-5.5112707520e+02,7.5559942627e+02,-2.5613818750e+05,-1.0008783125e+06,0.0000000000e+00
-5.5102722168e+02,7.5460937500e+02,-2.5610871875e+05,-1.0009186875e+06,0.0000000000e+00
-5.5095660400e+02,7.5363311768e+02,-2.5607921875e+05,-1.0009590625e+06,0.0000000000e+00
-5.5091540527e+02,7.5267053223e+02,-2.5604970312e+05,-1.0009994375e+06,0.0000000000e+00
-5.5082995605e+02,7.5121044922e+02,-2.5602014062e+05,-1.0010397500e+06,0.0000000000e+00
-5.5062731934e+02,7.4981280518e+02,-2.5599056250e+05,-1.0010800625e+06,0.0000000000e+00
-5.5021826172e+02,7.4852227783e+02,-2.5596095312e+05,-1.0011203750e+06,0.0000000000e+00
-5.4982910156e+02,7.4730804443e+02,-2.5593134375e+05,-1.0011606875e+06,0.0000000000e+00
-5.4945996094e+02,7.4617022705e+02,-2.5590170312e+05,-1.0012009375e+06,0.0000000000e+00
-5.4911071777e+02,7.4510870361e+02,-2.5587204688e+05,-1.0012411875e+06,0.0000000000e+00
-5.4878143311e+02,7.4412359619e+02,-2.5584237500e+05,-1.0012814375e+06,0.0000000000e+00
-5.4847204590e+02,7.4321484375e+02,-2.5581268750e+05,-1.0013216875e+06,0.0000000000e+00
-5.4818261719e+02,7.4238250732e+02,-2.5578300000e+05,-1.0013618750e+06,0.0000000000e+00
-5.4791302490e+02,7.4162652588e+02,-2.5575328125e+05,-1.0014021250e+06,0.0000000000e+00
-5.4766326904e+02,7.4094702148e+02,-2.5572357812e+05,-1.0014423125e+06,0.0000000000e+00
-5.4743341064e+02,7.4034387207e+02,-2.5569384375e+05,-1.0014825000e+06,0.0000000000e+00
-5.4763342285e+02,7.4001867676e+02,-2.5566410938e+05,-1.0015227500e+06,0.0000000000e+00
-5.4812164307e+02,7.3987237549e+02,-2.5563435938e+05,-1.0015629375e+06,0.0000000000e+00
-5.4856988525e+02,7.3973553467e+02,-2.5560459375e+05,-1.0016030625e+06,0.0000000000e+00
-5.4897808838e+02,7.3960809326e+02,-2.5557479688e+05,-1.0016432500e+06,0.0000000000e+00
-5.4934631348e+02,7.3949005127e+02,-2.5554498438e+05,-1.0016833750e+06,0.0000000000e+00
-5.4967443848e+02,7.3938134766e+02,-2.5551517188e+05,-1.0017235000e+06,0.0000000000e+00
-5.4987579346e+02,7.3919769287e+02,-2.5548532812e+05,-1.0017636250e+06,0.0000000000e+00
-5.4996594238e+02,7.3889465332e+02,-2.5545548438e+05,-1.0018037500e+06,0.0000000000e+00
-5.5004095459e+02,7.3854547119e+02,-2.5542562500e+05,-1.0018438750e+06,0.0000000000e+00
-5.5010076904e+02,7.3815008545e+02,-2.5539575000e+05,-1.0018839375e+06,0.0000000000e+00
-5.5014544678e+02,7.3770849609e+02,-2.5536585938e+05,-1.0019240625e+06,0.0000000000e+00
-5.5017492676e+02,7.3722070312e+02,-2.5533596875e+05,-1.0019641250e+06,0.0000000000e+00
-5.5019073486e+02,7.3660394287e+02,-2.5530604688e+05,-1.0020041875e+06,0.0000000000e+00
-5.5029620361e+02,7.3524981689e+02,-2.5527610938e+05,-1.0020442500e+06,0.0000000000e+00
-5.5055395508e+02,7.3388598633e+02,-2.5524612500e+05,-1.0020842500e+06,0.0000000000e+00
-5.5096398926e+02,7.3251257324e+02,-2.5521610938e+05,-1.0021241875e+06,0.0000000000e+00
-5.5152661133e+02,7.3112963867e+02,-2.5518601562e+05,-1.0021641250e+06,0.0000000000e+00
-5.5224188232e+02,7.2973730469e+02,-2.5515587500e+05,-1.0022040625e+06,0.0000000000e+00
-5.5311016846e+02,7.2833557129e+02,-2.5512567188e+05,-1.0022438750e+06,0.0000000000e+00
-5.5413153076e+02,7.2692462158e+02,-2.5509539062e+05,-1.0022836875e+06,0.0000000000e+00
-5.5530633545e+02,7.2550439453e+02,-2.5506504688e+05,-1.0023234375e+06,0.0000000000e+00
-5.5663488770e+02,7.2407513428e+02,-2.5503460938e+05,-1.0023630625e+06,0.0000000000e+00
-5.5811737061e+02,7.2263677979e+02,-2.5500409375e+05,-1.0024026875e+06,0.0000000000e+00
-5.5884509277e+02,7.2102020264e+02,-2.5497350000e+05,-1.0024422500e+06,0.0000000000e+00
-5.5937872314e+02,7.1934497070e+02,-2.5494284375e+05,-1.0024817500e+06,0.0000000000e+00
-5.5923352051e+02,7.1713531494e+02,-2.5491210938e+05,-1.0025211875e+06,0.0000000000e+00
-5.5870007324e+02,7.1456872559e+02,-2.5488134375e+05,-1.0025605625e+06,0.0000000000e+00
-5.5836682129e+02,7.1210937500e+02,-2.5485051562e+05,-1.0025999375e+06,0.0000000000e+00
-5.5823406982e+02,7.0975744629e+02,-2.5481964062e+05,-1.0026393125e+06,0.0000000000e+00
-5.5830194092e+02,7.0751318359e+02,-2.5478870312e+05,-1.0026785625e+06,0.0000000000e+00
-5.5857080078e+02,7.0537689209e+02,-2.5475768750e+05,-1.0027178125e+06,0.0000000000e+00
-5.5904083252e+02,7.0334887695e+02,-2.5472660938e+05,-1.0027569375e+06,0.0000000000e+00
-5.5971228027e+02,7.0142932129e+02,-2.5469546875e+05,-1.0027960625e+06,0.0000000000e+00
-5.6058557129e+02,6.9961853027e+02,-2.5466423438e+05,-1.0028351250e+06,0.0000000000e+00
-5.6166094971e+02,6.9791680908e+02,-2.5463293750e+05,-1.0028741250e+06,0.0000000000e+00
-5.6293872070e+02,6.9632452393e+02,-2.5460154688e+05,-1.0029130000e+06,0.0000000000e+00
-5.6441918945e+02,6.9484191895e+02,-2.5457006250e+05,-1.0029518750e+06,0.0000000000e+00
-5.6610284424e+02,6.9346929932e+02,-2.5453850000e+05,-1.0029906250e+06,0.0000000000e+00
-5.6737683105e+02,6.9303387451e+02,-2.5450684375e+05,-1.0030293750e+06,0.0000000000e+00
-5.6709497070e+02,6.9287304688e+02,-2.5447517188e+05,-1.0030680625e+06,0.0000000000e+00
-5.6643945312e+02,6.9272290039e+02,-2.5444351562e+05,-1.0031067500e+06,0.0000000000e+00
-5.6577911377e+02,6.9258203125e+02,-2.5441185938e+05,-1.0031454375e+06,0.0000000000e+00
-5.6511395264e+02,6.9245056152e+02,-2.5438025000e+05,-1.0031841875e+06,0.0000000000e+00
-5.6444396973e+02,6.9232836914e+02,-2.5434864062e+05,-1.0032229375e+06,0.0000000000e+00
-5.6376916504e+02,6.9221551514e+02,-2.5431704688e+05,-1.0032616875e+06,0.0000000000e+00
-5.6308959961e+02,6.9211199951e+02,-2.5428548438e+05,-1.0033004375e+06,0.0000000000e+00
-5.6240521240e+02,6.9201776123e+02,-2.5425393750e+05,-1.0033392500e+06,0.0000000000e+00
-5.6171606445e+02,6.9193286133e+02,-2.5422242188e+05,-1.0033780625e+06,0.0000000000e+00
-5.6102209473e+02,6.9185717773e+02,-2.5419092188e+05,-1.0034168750e+06,0.0000000000e+00
-5.6032342529e+02,6.9179083252e+02,-2.5415943750e+05,-1.0034557500e+06,0.0000000000e+00
-5.5962005615e+02,6.9173370361e+02,-2.5412798438e+05,-1.0034946250e+06,0.0000000000e+00
-5.5899243164e+02,6.9233001709e+02,-2.5409654688e+05,-1.0035335000e+06,0.0000000000e+00
-5.5824285889e+02,6.9296099854e+02,-2.5406515625e+05,-1.0035723750e+06,0.0000000000e+00
-5.5734875488e+02,6.9351684570e+02,-2.5403381250e+05,-1.0036113750e+06,0.0000000000e+00
-5.5631030273e+02,6.9399768066e+02,-2.5400251562e+05,-1.0036503750e+06,0.0000000000e+00
-5.5473620605e+02,6.9363500977e+02,-2.5397126562e+05,-1.0036893750e+06,0.0000000000e+00
-5.5302758789e+02,6.9310760498e+02,-2.5394006250e+05,-1.0037284375e+06,0.0000000000e+00
-5.5122064209e+02,6.9248181152e+02,-2.5390889062e+05,-1.0037675625e+06,0.0000000000e+00
-5.4931549072e+02,6.9175781250e+02,-2.5387778125e+05,-1.0038066875e+06,0.0000000000e+00
-5.4731231689e+02,6.9093566895e+02,-2.5384670312e+05,-1.0038458750e+06,0.0000000000e+00
-5.4521124268e+02,6.9001550293e+02,-2.5381568750e+05,-1.0038850625e+06,0.0000000000e+00
-5.4301232910e+02,6.8899743652e+02,-2.5378471875e+05,-1.0039243125e+06,0.0000000000e+00
-5.4071575928e+02,6.8788159180e+02,-2.5375379688e+05,-1.0039636250e+06,0.0000000000e+00
-5.3828436279e+02,6.8660766602e+02,-2.5372292188e+05,-1.0040029375e+06,0.0000000000e+00
-5.3542053223e+02,6.8457867432e+02,-2.5369209375e+05,-1.0040423125e+06,0.0000000000e+00
-5.3269348145e+02,6.8261700439e+02,-2.5366131250e+05,-1.0040816875e+06,0.0000000000e+00
-5.3010296631e+02,6.8072253418e+02,-2.5363056250e+05,-1.0041211250e+06,0.0000000000e+00
-5.2764874268e+02,6.7889520264e+02,-2.5359985938e+05,-1.0041606250e+06,0.0000000000e+00
-5.2533068848e+02,6.7713488770e+02,-2.5356920312e+05,-1.0042001250e+06,0.0000000000e+00
-5.2314862061e+02,6.7544152832e+02,-2.5353856250e+05,-1.0042396250e+06,0.0000000000e+00
-5.2110229492e+02,6.7381506348e+02,-2.5350796875e+05,-1.0042791875e+06,0.0000000000e+00
-5.2064105225e+02,6.7273199463e+02,-2.5347737500e+05,-1.0043186875e+06,0.0000000000e+00
-5.2073150635e+02,6.7181433105e+02,-2.5344676562e+05,-1.0043582500e+06,0.0000000000e+00
-5.2084912109e+02,6.7088378906e+02,-2.5341610938e+05,-1.0043977500e+06,0.0000000000e+00
-5.2099395752e+02,6.6994036865e+02,-2.5338543750e+05,-1.0044372500e+06,0.0000000000e+00
-5.2116607666e+02,6.6898406982e+02,-2.5335471875e+05,-1.0044766875e+06,0.0000000000e+00
-5.2145001221e+02,6.6780706787e+02,-2.5332396875e+05,-1.0045161250e+06,0.0000000000e+00
-5.2182800293e+02,6.6633496094e+02,-2.5329317188e+05,-1.0045555000e+06,0.0000000000e+00
-5.2215454102e+02,6.6487585449e+02,-2.5326231250e+05,-1.0045948750e+06,0.0000000000e+00
-5.2242950439e+02,6.6342980957e+02,-2.5323140625e+05,-1.0046341250e+06,0.0000000000e+00
-5.2265283203e+02,6.6199670410e+02,-2.5320045312e+05,-1.0046734375e+06,0.0000000000e+00
-5.2282440186e+02,6.6057653809e+02,-2.5316945312e+05,-1.0047126250e+06,0.0000000000e+00
-5.2294409180e+02,6.5916931152e+02,-2.5313839062e+05,-1.0047518125e+06,0.0000000000e+00
-5.2301177979e+02,6.5777496338e+02,-2.5310729688e+05,-1.0047910000e+06,0.0000000000e+00
-5.2302740479e+02,6.5639349365e+02,-2.5307615625e+05,-1.0048301250e+06,0.0000000000e+00
-5.2299090576e+02,6.5502484131e+02,-2.5304498438e+05,-1.0048691875e+06,0.0000000000e+00
-5.2290209961e+02,6.5366900635e+02,-2.5301376562e+05,-1.0049082500e+06,0.0000000000e+00
-5.2289916992e+02,6.5244476318e+02,-2.5298251562e+05,-1.0049472500e+06,0.0000000000e+00
-5.2304681396e+02,6.5140277100e+02,-2.5295121875e+05,-1.0049862500e+06,0.0000000000e+00
-5.2346972656e+02,6.5107543945e+02,-2.5291990625e+05,-1.0050252500e+06,0.0000000000e+00
-5.2401873779e+02,6.5109014893e+02,-2.5288856250e+05,-1.0050641875e+06,0.0000000000e+00
-5.2456988525e+02,6.5109808350e+02,-2.5285720312e+05,-1.0051031875e+06,0.0000000000e+00
-5.2512329102e+02,6.5109918213e+02,-2.5282582812e+05,-1.0051420625e+06,0.0000000000e+00
-5.2567895508e+02,6.5109350586e+02,-2.5279442188e+05,-1.0051810000e+06,0.0000000000e+00
-5.2623675537e+02,6.5108099365e+02,-2.5276301562e+05,-1.0052198750e+06,0.0000000000e+00
-5.2679681396e+02,6.5106164551e+02,-2.5273156250e+05,-1.0052587500e+06,0.0000000000e+00
-5.2735913086e+02,6.5103552246e+02,-2.5270010938e+05,-1.0052976250e+06,0.0000000000e+00
-5.2792364502e+02,6.5100256348e+02,-2.5266862500e+05,-1.0053365000e+06,0.0000000000e+00
-5.2849041748e+02,6.5096276855e+02,-2.5263712500e+05,-1.0053753125e+06,0.0000000000e+00
-5.2905944824e+02,6.5091619873e+02,-2.5260559375e+05,-1.0054141250e+06,0.0000000000e+00
-5.2963079834e+02,6.5086279297e+02,-2.5257404688e+05,-1.0054528750e+06,0.0000000000e+00
-5.3020434570e+02,6.5080255127e+02,-2.5254248438e+05,-1.0054916875e+06,0.0000000000e+00
-5.3090539551e+02,6.5079357910e+02,-2.5251089062e+05,-1.0055304375e+06,0.0000000000e+00
-5.3139990234e+02,6.5088085938e+02,-2.5247926562e+05,-1.0055691875e+06,0.0000000000e+00
-5.3178460693e+02,6.5102526855e+02,-2.5244764062e+05,-1.0056078750e+06,0.0000000000e+00
-5.3219250488e+02,6.5118395996e+02,-2.5241601562e+05,-1.0056466250e+06,0.0000000000e+00
-5.3262371826e+02,6.5135699463e+02,-2.5238435938e+05,-1.0056853125e+06,0.0000000000e+00
-5.3307824707e+02,6.5154425049e+02,-2.5235270312e+05,-1.0057240000e+06,0.0000000000e+00
-5.3355603027e+02,6.5174584961e+02,-2.5232103125e+05,-1.0057626875e+06,0.0000000000e+00
-5.3405706787e+02,6.5196173096e+02,-2.5228935938e+05,-1.0058013750e+06,0.0000000000e+00
-5.3458148193e+02,6.5219189453e+02,-2.5225767188e+05,-1.0058400625e+06,0.0000000000e+00
-5.3512915039e+02,6.5243640137e+02,-2.5222596875e+05,-1.0058787500e+06,0.0000000000e+00
-5.3570019531e+02,6.5269525146e+02,-2.5219425000e+05,-1.0059173750e+06,0.0000000000e+00
-5.3629455566e+02,6.5296838379e+02,-2.5216253125e+05,-1.0059560625e+06,0.0000000000e+00
-5.3691223145e+02,6.5325585938e+02,-2.5213078125e+05,-1.0059946875e+06,0.0000000000e+00
-5.3797131348e+02,6.5366699219e+02,-2.5209903125e+05,-1.0060333125e+06,0.0000000000e+00
-5.3918377686e+02,6.5414105225e+02,-2.5206723438e+05,-1.0060718750e+06,0.0000000000e+00
-5.4048742676e+02,6.5466296387e+02,-2.5203542188e+05,-1.0061104375e+06,0.0000000000e+00
-5.4188220215e+02,6.5523272705e+02,-2.5200356250e+05,-1.0061490000e+06,0.0000000000e+00
-5.4355334473e+02,6.5608508301e+02,-2.5197168750e+05,-1.0061875000e+06,0.0000000000e+00
-5.4509741211e+02,6.5686303711e+02,-2.5193976562e+05,-1.0062260000e+06,0.0000000000e+00
-5.4647668457e+02,6.5752770996e+02,-2.5190782812e+05,-1.0062645000e+06,0.0000000000e+00
-5.4769104004e+02,6.5807910156e+02,-2.5187585938e+05,-1.0063029375e+06,0.0000000000e+00
-5.4874035645e+02,6.5851708984e+02,-2.5184385938e+05,-1.0063413125e+06,0.0000000000e+00
-5.4962463379e+02,6.5884167480e+02,-2.5181184375e+05,-1.0063797500e+06,0.0000000000e+00
-5.5034375000e+02,6.5905267334e+02,-2.5177979688e+05,-1.0064181250e+06,0.0000000000e+00
-5.5089764404e+02,6.5915008545e+02,-2.5174775000e+05,-1.0064565000e+06,0.0000000000e+00
-5.5128625488e+02,6.5913391113e+02,-2.5171567188e+05,-1.0064948750e+06,0.0000000000e+00
-5.5087902832e+02,6.5820092773e+02,-2.5168359375e+05,-1.0065331875e+06,0.0000000000e+00
-5.5027838135e+02,6.5708526611e+02,-2.5165150000e+05,-1.0065715625e+06,0.0000000000e+00
-5.4958691406e+02,6.5591516113e+02,-2.5161939062e+05,-1.0066098750e+06,0.0000000000e+00
-5.4880462646e+02,6.5469067383e+02,-2.5158726562e+05,-1.0066481875e+06,0.0000000000e+00
-5.4793145752e+02,6.5341168213e+02,-2.5155514062e+05,-1.0066865000e+06,0.0000000000e+00
-5.4696740723e+02,6.5207818604e+02,-2.5152301562e+05,-1.0067248125e+06,0.0000000000e+00
-5.4568310547e+02,6.5059136963e+02,-2.5149087500e+05,-1.0067631250e+06,0.0000000000e+00
-5.4383941650e+02,6.4886743164e+02,-2.5145875000e+05,-1.0068014375e+06,0.0000000000e+00
-5.4207629395e+02,6.4719274902e+02,-2.5142664062e+05,-1.0068397500e+06,0.0000000000e+00
-5.4039379883e+02,6.4556744385e+02,-2.5139454688e+05,-1.0068781250e+06,0.0000000000e+00
-5.3879180908e+02,6.4399139404e+02,-2.5136245312e+05,-1.0069164375e+06,0.0000000000e+00
-5.3727032471e+02,6.4246472168e+02,-2.5133037500e+05,-1.0069548125e+06,0.0000000000e+00
-5.3582940674e+02,6.4098742676e+02,-2.5129829688e+05,-1.0069931250e+06,0.0000000000e+00
-5.3441278076e+02,6.3962756348e+02,-2.5126623438e+05,-1.0070315000e+06,0.0000000000e+00
-5.3306695557e+02,6.3834771729e+02,-2.5123418750e+05,-1.0070698750e+06,0.0000000000e+00
-5.3180438232e+02,6.3713458252e+02,-2.5120214062e+05,-1.0071082500e+06,0.0000000000e+00
-5.3062493896e+02,6.3598815918e+02,-2.5117010938e+05,-1.0071466875e+06,0.0000000000e+00
-5.2952874756e+02,6.3490856934e+02,-2.5113807812e+05,-1.0071850625e+06,0.0000000000e+00
-5.2851574707e+02,6.3389562988e+02,-2.5110606250e+05,-1.0072234375e+06,0.0000000000e+00
-5.2758593750e+02,6.3294952393e+02,-2.5107404688e+05,-1.0072618750e+06,0.0000000000e+00
-5.2673931885e+02,6.3207025146e+02,-2.5104203125e+05,-1.0073002500e+06,0.0000000000e+00
-5.2597583008e+02,6.3125775146e+02,-2.5101001562e+05,-1.0073386875e+06,0.0000000000e+00
-5.2495428467e+02,6.3026196289e+02,-2.5097801562e+05,-1.0073771250e+06,0.0000000000e+00
-5.2386376953e+02,6.2917932129e+02,-2.5094601562e+05,-1.0074155000e+06,0.0000000000e+00
-5.2286035156e+02,6.2811639404e+02,-2.5091403125e+05,-1.0074539375e+06,0.0000000000e+00
-5.2194409180e+02,6.2707318115e+02,-2.5088204688e+05,-1.0074923750e+06,0.0000000000e+00
-5.2152532959e+02,6.2657324219e+02,-2.5085006250e+05,-1.0075308125e+06,0.0000000000e+00
-5.2125073242e+02,6.2625250244e+02,-2.5081806250e+05,-1.0075692500e+06,0.0000000000e+00
-5.2101373291e+02,6.2598480225e+02,-2.5078607812e+05,-1.0076076875e+06,0.0000000000e+00
-5.2081445312e+02,6.2577008057e+02,-2.5075409375e+05,-1.0076461250e+06,0.0000000000e+00
-5.2065289307e+02,6.2560845947e+02,-2.5072210938e+05,-1.0076845000e+06,0.0000000000e+00
-5.2052899170e+02,6.2549987793e+02,-2.5069012500e+05,-1.0077229375e+06,0.0000000000e+00
-5.2044281006e+02,6.2544433594e+02,-2.5065814062e+05,-1.0077613750e+06,0.0000000000e+00
-5.2039428711e+02,6.2544183350e+02,-2.5062617188e+05,-1.0077998125e+06,0.0000000000e+00
-5.2038348389e+02,6.2549237061e+02,-2.5059418750e+05,-1.0078382500e+06,0.0000000000e+00
-5.2041040039e+02,6.2559594727e+02,-2.5056220312e+05,-1.0078766875e+06,0.0000000000e+00
-5.2047497559e+02,6.2575256348e+02,-2.5053023438e+05,-1.0079151250e+06,0.0000000000e+00
-5.2055834961e+02,6.2595062256e+02,-2.5049826562e+05,-1.0079535625e+06,0.0000000000e+00
-5.2029571533e+02,6.2595336914e+02,-2.5046629688e+05,-1.0079920625e+06,0.0000000000e+00
-5.1974389648e+02,6.2540875244e+02,-2.5043434375e+05,-1.0080305000e+06,0.0000000000e+00
-5.1909326172e+02,6.2475988770e+02,-2.5040239062e+05,-1.0080689375e+06,0.0000000000e+00
-5.1840557861e+02,6.2414788818e+02,-2.5037043750e+05,-1.0081073750e+06,0.0000000000e+00
-5.1768096924e+02,6.2357269287e+02,-2.5033848438e+05,-1.0081458750e+06,0.0000000000e+00
-5.1691949463e+02,6.2303424072e+02,-2.5030656250e+05,-1.0081843750e+06,0.0000000000e+00
-5.1612115479e+02,6.2253253174e+02,-2.5027464062e+05,-1.0082228125e+06,0.0000000000e+00
-5.1528619385e+02,6.2206750488e+02,-2.5024273438e+05,-1.0082613125e+06,0.0000000000e+00
-5.1441455078e+02,6.2163922119e+02,-2.5021084375e+05,-1.0082998125e+06,0.0000000000e+00
-5.1350634766e+02,6.2124755859e+02,-2.5017898438e+05,-1.0083383750e+06,0.0000000000e+00
-5.1256164551e+02,6.2089245605e+02,-2.5014714062e+05,-1.0083769375e+06,0.0000000000e+00
-5.1158059692e+02,6.2057391357e+02,-2.5011532812e+05,-1.0084155000e+06,0.0000000000e+00
-5.1056326294e+02,6.2029193115e+02,-2.5008353125e+05,-1.0084540625e+06,0.0000000000e+00
-5.0950970459e+02,6.2004638672e+02,-2.5005176562e+05,-1.0084926875e+06,0.0000000000e+00
-5.0891235352e+02,6.2022766113e+02,-2.5002004688e+05,-1.0085313125e+06,0.0000000000e+00
-5.0873663330e+02,6.2057452393e+02,-2.4998834375e+05,-1.0085700000e+06,0.0000000000e+00
-5.0895300293e+02,6.2088568115e+02,-2.4995664062e+05,-1.0086086875e+06,0.0000000000e+00
-5.0914004517e+02,6.2117266846e+02,-2.4992493750e+05,-1.0086473125e+06,0.0000000000e+00
-5.0929776001e+02,6.2143554688e+02,-2.4989325000e+05,-1.0086860000e+06,0.0000000000e+00
-5.0942617798e+02,6.2167419434e+02,-2.4986156250e+05,-1.0087246875e+06,0.0000000000e+00
-5.0952526855e+02,6.2188867188e+02,-2.4982985938e+05,-1.0087633750e+06,0.0000000000e+00
-5.0959509277e+02,6.2207904053e+02,-2.4979817188e+05,-1.0088020625e+06,0.0000000000e+00
