964678.80 113576.90
964672.55 113640.40
964686.08 113707.01
964703.78 113776.75
964708.98 113815.27
964712.11 113881.88
964678.80 113936.01
964668.39 113993.26
964634.04 114043.22
964587.20 114070.28
964522.67 114072.36
964458.13 114075.49
964389.43 114083.81
964333.22 114109.84
964323.86 114152.51
964319.69 114214.96
964233.30 114261.80
964170.85 114312.81
964163.56 114365.89
964142.74 114418.98
964128.17 114478.31
964136.50 114543.88
964115.68 114607.38
964090.70 114645.89
964023.04 114652.13
964012.63 114679.20
964012.63 114737.49
964013.67 114776.00
964005.35 114799.94
963915.83 114807.23
963836.72 114825.96
963749.29 114834.29
963703.49 114845.74
963625.43 114893.62
963599.40 114925.89
963591.08 114976.89
963682.67 115063.28
963739.92 115142.39
963870.03 115200.68
963962.67 115194.43
964066.76 115219.41
964118.80 115268.34
964150.03 115349.53
964171.89 115423.43
964191.66 115521.27
964184.38 115581.64
964121.93 115655.54
964065.72 115656.58
963962.67 115630.56
963840.89 115556.66
963745.13 115510.86
963649.37 115424.47
963541.11 115333.91
963454.72 115283.95
963386.02 115244.40
963321.49 115230.86
963276.73 115256.89
963264.24 115282.91
963318.37 115294.36
963374.57 115329.75
963437.03 115372.42
963546.32 115445.29
963540.07 115500.45
963524.46 115597.25
963650.41 115593.09
963751.37 115665.95
963877.32 115739.86
963969.96 115735.69
964137.54 115720.08
964223.93 115732.57
964297.83 115754.43
964339.47 115820.00
964361.33 115875.17
964339.47 115926.17
964323.86 115966.77
964338.43 116007.36
964311.37 116045.87
964284.30 116060.45
964233.30 116047.96
964195.83 115999.03
964177.09 115945.95
964046.98 115928.25
963968.92 115922.01
963889.81 115903.27
963795.09 115890.78
963707.66 115833.53
963661.86 115835.62
963661.86 115876.21
963718.06 115918.89
963766.99 115948.03
963876.28 115962.60
963955.39 115977.18
964050.11 116010.48
964128.17 116045.87
964170.85 116088.55
964190.62 116153.09
964157.32 116194.72
964079.25 116204.09
963998.06 116182.23
963874.20 116170.78
963751.37 116109.37
963643.12 116041.71
963526.54 115991.75
963416.21 115944.91
963350.63 115958.44
963255.91 115940.75
963073.76 115881.42
962987.37 115805.43
962833.32 115805.43
962739.64 115807.51
962635.55 115796.06
962607.44 115807.51
962643.88 115944.91
962728.19 116020.89
962840.60 116140.59
963042.53 116091.67
963180.97 116110.41
963265.28 116112.49
963341.27 116157.25
963392.27 116236.36
963445.35 116282.15
963492.19 116322.75
963634.79 116327.95
963750.33 116292.56
963874.20 116281.11
963995.98 116290.48
964034.49 116327.95
964042.82 116444.53
963973.08 116587.13
963934.57 116716.20
963931.44 116806.76
963957.47 116836.94
964029.29 116831.74
964093.82 116845.27
964120.89 116913.97
964087.58 116996.20
964045.94 117027.43
963961.63 117034.71
963814.87 117027.43
963653.53 117018.06
963522.38 116941.03
963343.35 116902.52
963136.21 116764.08
962970.71 116789.06
962845.81 116841.11
962730.27 116770.33
962587.67 116628.77
962456.52 116515.31
962362.84 116461.19
962234.81 116444.53
962136.97 116373.75
962083.88 116298.81
962032.88 116231.15
962046.41 116091.67
962001.65 116019.85
961864.26 115960.52
961658.16 116000.08
961597.79 116254.05
961567.60 116371.67
961561.36 116462.23
961658.16 116514.27
961864.26 116531.97
962080.76 116651.67
962220.24 116750.55
962328.49 116829.66
962401.35 116910.85
962433.62 116980.59
962515.85 117062.82
962605.36 117142.96
962685.51 117232.48
962656.37 117279.32
962518.97 117302.22
962405.51 117188.76
962279.57 117044.08
962119.27 116960.81
961950.65 116905.64
961846.56 116784.90
961698.76 116759.92
961427.09 116702.67
961284.48 116618.36
961161.66 116530.92
961024.26 116461.19
960888.95 116487.21
960823.37 116549.66
960848.36 116682.89
960912.89 116785.94
961070.06 116890.03
961209.54 117012.85
961447.90 117125.27
961597.79 117111.74
961816.37 117196.05
962007.90 117346.98
962136.97 117440.65
962258.75 117419.84
962347.22 117415.67
962401.35 117504.15
962357.63 117615.52
962250.42 117654.04
962124.48 117659.24
962001.65 117585.34
961846.56 117534.33
961767.45 117499.98
961657.12 117512.48
961641.51 117545.78
961715.41 117599.91
961872.58 117634.26
962006.86 117737.31
962090.13 117850.76
962099.49 117969.42
962106.78 118095.37
962043.29 118120.35
961901.73 118121.39
961813.25 118066.22
961741.43 117990.24
961612.36 117940.28
961587.38 117866.38
961571.77 117802.88
961466.64 117753.96
961339.65 117739.39
961244.93 117672.77
961127.31 117567.64
961004.49 117481.25
960932.67 117438.57
960880.62 117463.55
960861.89 117575.97
960896.24 117667.57
960947.24 117737.31
960980.55 117804.96
960894.15 117881.99
960816.09 117904.89
960751.55 117862.21
960656.83 117765.41
960631.85 117550.99
960578.77 117443.78
960506.95 117374.04
960414.31 117360.51
960281.08 117443.78
960109.66 117760.72
959653.03 118423.66
958897.70 119052.31
958427.33 119680.95
957754.39 120023.85
957256.56 120241.02
956690.06 120743.94
956302.09 121109.70
955993.09 121269.72
955742.46 121281.15
955428.91 120895.03
955161.07 120382.28
954897.06 119687.01
954908.54 118757.10
955153.42 117983.62
955547.53 117922.78
956305.13 118166.12
957051.26 117870.64
957251.04 117866.38
957404.87 117761.13
957793.51 117392.73
957999.97 117206.51
958194.29 116902.88
958283.36 116708.56
958295.50 116623.55
958299.55 116530.44
958303.60 116380.65
958445.29 116226.81
958382.51 115788.78
958480.35 115761.71
958555.29 115732.57
958638.57 115645.14
958740.57 115591.01
958843.62 115517.11
958960.20 115481.72
959039.30 115376.59
959134.02 115349.53
959193.35 115255.85
959280.79 115165.29
959368.22 115190.27
959412.98 115218.37
959502.50 115166.33
959527.48 115082.02
959607.63 115037.26
959649.26 114968.56
959715.88 114964.40
959810.60 114990.42
959887.62 115054.96
959953.20 115138.23
960027.10 115166.33
960053.12 115224.62
960113.49 115281.87
960161.37 115292.28
960216.54 115416.14
960262.34 115452.57
960290.44 115519.19
960342.49 115541.05
960401.82 115505.66
960439.29 115392.20
960365.39 115263.13
960336.24 115162.17
960139.52 114993.54
960031.26 114885.29
960102.04 114761.43
960330.00 114702.10
960429.92 114676.08
960585.01 114664.63
960703.67 114687.52
960850.44 114774.96
960974.30 114824.92
961090.88 114807.23
961155.42 114690.65
961184.56 114560.54
961250.14 114469.98
961326.12 114446.04
961388.57 114487.68
961423.96 114608.42
961456.23 114746.86
961494.74 114810.35
961589.46 114797.86
961556.15 114472.06
961565.52 114344.03
961611.32 114316.97
961710.20 114378.38
961787.23 114355.48
961892.36 114410.65
961936.08 114493.92
962003.73 114586.56
962047.45 114549.09
962049.53 114424.18
962080.76 114387.75
962168.19 114433.55
962258.75 114420.02
962340.98 114377.34
962359.71 114219.13
962347.22 114104.63
962423.21 114106.71
962528.34 114099.43
962675.10 114111.92
962696.96 114058.83
962689.67 113991.18
962513.76 113930.80
962420.09 113823.59
962456.52 113738.24
962619.93 113734.08
962764.62 113742.40
962865.58 113750.73
962862.46 113678.91
962787.52 113607.09
962765.66 113518.62
962772.94 113432.22
962832.27 113303.15
962880.16 113192.82
962885.36 113053.34
962995.69 113039.81
963118.52 113067.91
963225.73 113124.12
963332.94 113139.73
963543.20 113148.06
963635.83 113168.88
963659.77 113227.17
963622.30 113405.16
963678.51 113539.43
963763.86 113560.25
963833.60 113531.11
963896.05 113431.18
963942.89 113332.30
964010.55 113317.73
964045.94 113386.42
964049.06 113491.55
964085.50 113563.37
964137.54 113578.99
964180.22 113549.84
964252.04 113482.18
964318.65 113419.73
964382.15 113475.94
964459.17 113524.86
964551.81 113555.05
