0 0
45.9 3.672
89.88 7.1904
132.82 10.646
174.95 14.232
216.4 18.087
257.22 22.264
297.46 26.791
337.15 31.69
376.31 36.975
414.96 42.66
453.11 48.762
490.76 55.295
527.92 62.276
564.58 69.724
600.73 77.657
636.38 86.098
671.53 95.025
706.18 104.35
740.37 113.99
774.11 123.87
807.42 133.91
840.33 144.06
872.85 154.25
905 164.42
936.8 174.51
968.27 184.48
999.43 194.24
1030.3 203.76
1060.9 212.95
1091.2 221.75
1121.2 230.07
1151.1 237.83
1180.6 244.91
1210 251.18
1239.2 256.55
1268 261.05
1296.6 264.72
1324.8 267.69
1352.7 270.08
1380.2 272.03
1407.3 273.68
1434 275.18
1460.3 276.64
1486.2 278.17
1511.8 279.84
1537 281.71
1561.9 283.82
1586.4 286.19
1610.6 288.83
1634.4 291.74
1658 294.92
1681.3 298.36
1704.2 302.05
1726.9 305.95
1749.3 310.03
1771.5 314.25
1793.4 318.6
1815.1 323.04
1836.6 327.57
1857.8 332.18
1878.9 336.84
1899.7 341.55
1920.3 346.3
1940.7 351.09
1961 355.91
1981 360.74
2000.8 365.6
2020.5 370.47
2039.9 375.34
2059.2 380.22
2078.3 385.1
2097.2 389.97
2115.9 394.84
2134.5 399.7
2152.8 404.55
2171 409.38
2189 414.19
2206.8 418.99
2224.4 423.76
2241.9 428.5
2259.1 433.22
2276.2 437.9
2293 442.54
2309.7 447.14
2326.1 451.7
2342.3 456.21
2358.4 460.66
2374.1 465.04
2389.7 469.35
2404.9 473.59
2419.9 477.74
2434.5 481.81
2448.8 485.78
2462.7 489.63
2476 493.34
2488.8 496.88
2500 500
