0 4.8975
45.9 8.5695
89.88 12.088
132.82 15.543
174.95 19.13
216.4 22.984
257.22 27.161
297.46 31.689
337.15 36.588
376.31 41.872
414.96 47.558
453.11 53.66
490.76 60.193
527.92 67.174
564.58 74.622
600.73 82.555
636.38 90.996
671.53 99.923
706.18 109.25
740.37 118.89
774.11 128.76
807.42 138.81
840.33 148.96
872.85 159.15
905 169.32
936.8 179.41
968.27 189.37
999.43 199.14
1030.3 208.66
1060.9 217.85
1091.2 226.65
1121.2 251.7
1151.1 268.04
1180.6 279.24
1210 290.86
1239.2 299.67
1268 308.65
1296.6 315.68
1324.8 322.74
1352.7 328.35
1380.2 333.96
1407.3 338.51
1434 343.1
1460.3 346.97
1486.2 350.91
1511.8 354.36
1537 357.93
1561.9 361.18
1586.4 364.57
1610.6 367.75
1634.4 371.07
1658 374.28
1681.3 377.65
1704.2 380.96
1726.9 384.43
1749.3 387.89
1771.5 391.49
1793.4 395.11
1815.1 398.87
1836.6 402.65
1857.8 406.56
1878.9 410.5
1899.7 414.52
1920.3 418.55
1940.7 422.64
1961 426.71
1981 430.81
2000.8 434.88
2020.5 438.96
2039.9 443.02
2059.2 447.07
2078.3 451.1
2097.2 455.14
2115.9 459.16
2134.5 463.18
2152.8 467.19
2171 471.2
2189 475.18
2206.8 479.16
2224.4 483.11
2241.9 487.05
2259.1 490.95
2276.2 494.83
2293 498.66
2309.7 502.45
2326.1 506.17
2342.3 509.84
2358.4 513.42
2374.1 516.92
2389.7 520.31
2404.9 523.6
2419.9 526.78
2434.5 529.8
2448.8 532.61
2462.7 535.03
2476 536.88
2488.8 537.94
2500 538.45
